iter	Logloss
805	0.04053306376
806	0.04042670724
807	0.04038252338
808	0.04034116702
809	0.04026098932
810	0.04016454938
811	0.04008096323
812	0.03999503707
813	0.03995984355
814	0.03984567075
815	0.03979202124
816	0.03971489855
817	0.03962277706
818	0.03960770515
819	0.03954250592
820	0.03950396488
821	0.03945060787
822	0.03934770042
823	0.03927474179
824	0.0392131582
825	0.03917686373
826	0.03911970827
827	0.03907921317
828	0.03901541957
829	0.03897465634
830	0.03893020841
831	0.03888080828
832	0.03875971297
833	0.03869766219
834	0.03863874767
835	0.03860102726
836	0.03852322612
837	0.03843756403
838	0.03831673278
839	0.03826835234
840	0.03819634435
841	0.03813166512
842	0.03807205996
843	0.03797811847
844	0.03792848272
845	0.03784656626
846	0.03779545582
847	0.03773895036
848	0.03766197391
849	0.03760155626
850	0.03753462234
851	0.0375096379
852	0.03747733282
853	0.03742213143
854	0.03734622748
855	0.0372845342
856	0.03725543444
857	0.03720282899
858	0.03714614884
859	0.03709110995
860	0.03703541294
861	0.03697758716
862	0.0369353858
863	0.03683714618
864	0.03680744516
865	0.0367489247
866	0.03665187945
867	0.03659096617
868	0.03653461509
869	0.03643969047
870	0.0363965588
871	0.03632048423
872	0.0362597497
873	0.03619890548
874	0.03615450631
875	0.03611909746
876	0.03604494853
877	0.03601328126
878	0.03595438704
879	0.03590730255
880	0.0358597143
881	0.03578245348
882	0.03571692925
883	0.03567365132
884	0.03563378997
885	0.03554198942
886	0.0355086159
887	0.03544199073
888	0.03540022812
889	0.03536422209
890	0.0352457796
891	0.03515270749
892	0.03503912783
893	0.03497886455
894	0.03487284115
895	0.03475998867
896	0.034691576
897	0.03463312054
898	0.0346084286
899	0.03459803263
900	0.03454014592
901	0.03452830777
902	0.03447914327
903	0.0344443113
904	0.0343961218
905	0.03434291511
906	0.03426582491
907	0.03422064573
908	0.03415328118
909	0.03410915419
910	0.03406750331
911	0.03402491195
912	0.03397716323
913	0.03394760034
914	0.03390415586
915	0.03386233231
916	0.03382053721
917	0.03378290211
918	0.03375372922
919	0.03370403456
920	0.03366406556
921	0.03357775955
922	0.03350711453
923	0.0334404467
924	0.03338238733
925	0.03328668678
926	0.0332348593
927	0.03319419966
928	0.03308905377
929	0.03302594673
930	0.03295734718
931	0.03292134928
932	0.03286010084
933	0.03281273806
934	0.03275777636
935	0.03270549388
936	0.03264697139
937	0.03259768501
938	0.03250784666
939	0.03240554046
940	0.03236230316
941	0.03233353652
942	0.03230598458
943	0.03226106743
944	0.03222849016
945	0.03214693323
946	0.03213324664
947	0.03210169921
948	0.03207567274
949	0.03204714173
950	0.03202616496
951	0.03198331156
952	0.03195126648
953	0.03192684267
954	0.03188161677
955	0.03184737387
956	0.03173818578
957	0.03167547281
958	0.03161723063
959	0.03158958524
960	0.03153046353
961	0.03149082968
962	0.03147059228
963	0.03141255729
964	0.03135857059
965	0.03129933513
966	0.03123444262
967	0.03120715067
968	0.03114912584
969	0.03110741401
970	0.03103788211
971	0.03100868688
972	0.03096867115
973	0.03090160723
974	0.03084679178
975	0.03083984082
976	0.03080943903
977	0.03076085547
978	0.03067772025
979	0.03065051159
980	0.03060546647
981	0.03057501999
982	0.03050879904
983	0.03046292517
984	0.03043329322
985	0.03037170556
986	0.03034629456
987	0.03026807702
988	0.03022600363
989	0.030188074
990	0.03014803187
991	0.030126594
992	0.03009682799
993	0.0300672976
994	0.0300325347
995	0.03001585809
996	0.02998566348
997	0.02995271855
998	0.02990691984
999	0.02988008087
